src_ip,src_port,dst_ip,host,url,user_agent,response_size,status_code,attack,anomaly
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50158,3,7,603,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50145,1,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
1,50146,0,8,606,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
4,50152,19,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
